latitude,longitude,lbrryNm,ctprvnNm,signguNm,lbrrySe,closeDay,weekdayOperOpenHhmm,weekdayOperColseHhmm,satOperOperOpenHhmm,satOperCloseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,seatCo,bookCo,pblictnCo,noneBookCo,lonCo,lonDaycnt,rdnmadr,operInstitutionNm,phoneNumber,plotAr,buldAr,homepageUrl,referenceDate,insttCode,insttNm
35.2218241,128.698221,사파평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:00,00:00,00:00,27,16758,5,423,2,14,경상남도 창원시 성산구 창이대로 706번길 16-23,창원YMCA,055-266-1158,,,,2024-12-05,5670000,경상남도 창원시
35.208574,128.6972162,가음정평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,17:00,00:00,00:00,51,20834,27,323,5,14,"경상남도 창원시 성산구 원이대로 883번길 15-38(가음동,가음정민원센터 2층)",가음정동주민자치위원회,055-289-9155,683,355,,2024-12-05,5670000,경상남도 창원시
35.205109,128.702613,남산평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,17:00,00:00,00:00,20,19528,2,179,3,14,경상남도 창원시 성산구 가음로 92번길 6(가음동),(사)경남여성회,055-282-9605,840,358,,2024-12-05,5670000,경상남도 창원시
35.20919855,128.7006329,남양평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:00,00:00,00:00,36,15591,27,0,5,14,경상남도 창원시 성산구 대정로84,희망나라,055-275-0307,1448,199,http://cafe.daum.net/mcwlnamyang,2024-12-05,5670000,경상남도 창원시
35.18883925,128.6944966,성주평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:30,17:00,00:00,00:00,36,21982,8,72,3,14,경상남도 창원시 성산구 공단로 735(성주동),성주동주민자치위원회,055-286-5506,,,,2024-12-05,5670000,경상남도 창원시
35.205316,128.627154,웅남평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:30,00:00,00:00,25,21186,9,107,2,14,경상남도 창원시 성산구 신촌로 50,웅남평생교육센터,055-286-5666,,150,,2024-12-05,5670000,경상남도 창원시
35.279752,128.688901,용잠마을도서관,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,18150,1,0,5,14,경상남도 창원시 의창구 동읍 용잠로 41,동읍주민자치회,055-253-9161,,227,,2024-12-05,5670000,경상남도 창원시
35.27732449,128.700235,자여마을도서관,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,18399,3,80,5,14,경상남도 창원시 의창구 동읍 자여로 64,동읍주민자치회,055-291-0124,,77,,2024-12-05,5670000,경상남도 창원시
35.347947,128.6073132,반딧불이도서관,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,12:00,00:00,00:00,30,15543,0,0,5,14,경상남도 창원시 의창구 북면 천주로 1085,북면주민자치회,055-298-6588,,132.2,,2024-12-05,5670000,경상남도 창원시
35.24782998,128.666819,봉림작은도서관,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,17:00,00:00,00:00,27,14645,10,16,5,14,경상남도 창원시 의창구 창이대로259번길 19(봉곡동),(재)한가람문화재단,055-265-6087,,118.8,,2024-12-05,5670000,경상남도 창원시
35.23383362,128.682604,용지호수어울림도서관,경상남도,창원시,작은도서관,월+일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,20,4391,3,25,3,14,경상남도 창원시 성산구 용지로211번길 21(용지동),용지동주민자치회,070-8807-0075,,41,,2024-12-05,5670000,경상남도 창원시
35.23879258,128.6689248,반림작은도서관,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:30,18:00,00:00,00:00,44,18302,5,969,5,14,"경상남도 창원시 성산구 반송로 105(반림동, 럭키A’)",반림마을도서위원회,055-261-9223,,138.6,,2024-12-05,5670000,경상남도 창원시
35.229753,128.6741132,늘푸른도서관,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,17:00,00:00,00:00,21,17463,13,0,5,14,경상남도 창원시 성산구 외동반림로134번길 15(중앙동),중앙동새마을문고회,055-281-3342,,165,,2024-12-05,5670000,경상남도 창원시
35.20625561,128.7073881,대동디지털마을도서관,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,17:00,00:00,00:00,43,14558,4,0,3,14,"경상남도 창원시 성산구 창이대로881번길 8(대방동, 대동디지털A’)",대동디지털황토방아파트입주자대표회의,055-603-3087,,229.81,,2024-12-05,5670000,경상남도 창원시
36.37842291,127.3759135,유성도서관,대전광역시,유성구,공공도서관,월+공휴일,09:00,22:00,09:00,22:00,00:00,00:00,186,126201,48,3989,5,14,대전광역시 유성구 대덕대로 507-38(가정동),대전광역시 유성구청,042-611-6530,29063,2466,http://lib.yuseong.go.kr/,2025-07-15,3670000,대전광역시 유성구
36.30315562,127.3197685,진잠도서관,대전광역시,유성구,공공도서관,월+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,117,84232,56,2050,5,14,대전광역시 유성구 진잠로160번길 19(원내동),대전광역시 유성구청,042-611-6590,1913,2591,http://lib.yuseong.go.kr/,2025-07-15,3670000,대전광역시 유성구
36.42947012,127.3804467,구즉도서관,대전광역시,유성구,공공도서관,월+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,36,98884,50,2936,5,14,대전광역시 유성구 와룡로37번길 20(송강동),대전광역시 유성구청,042-611-6510,2967,1496,http://lib.yuseong.go.kr/,2025-07-15,3670000,대전광역시 유성구
36.3907889461,127.3062704645,아가랑도서관,대전광역시,유성구,공공도서관,월+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,0,19050,25,0,5,14,대전광역시 유성구 반석로 78(반석동),대전광역시 유성구청,042-611-6526,602,995,http://lib.yuseong.go.kr/,2025-07-15,3670000,대전광역시 유성구
36.42318326,127.388391,관평도서관,대전광역시,유성구,공공도서관,월+공휴일,08:00,22:00,09:00,22:00,00:00,00:00,68,38982,48,216,5,14,대전광역시 유성구 테크노 4로 131(관평동),충남대학교 산학협력단(민간위탁),042-716-0350,809,1756,http://lib.yuseong.go.kr/,2025-07-15,3670000,대전광역시 유성구
36.393110092,127.4063070841,전민복합문화센터,대전광역시,유성구,공공도서관,공휴일,10:00,19:00,10:00,19:00,00:00,00:00,40,30662,49,0,5,14,대전광역시 유성구 문지로299번길 18(문지동),충남대학교 산학협력단(민간위탁),042-389-0350,711.3,2790.65,http://lib.yuseong.go.kr/,2025-07-15,3670000,대전광역시 유성구
36.3907889461,127.3062704645,용산도서관,대전광역시,유성구,공공도서관,월+공휴일,09:00,21:00,09:00,18:00,00:00,00:00,0,13916,27,0,5,14,대전광역시 유성구 반석로 78(반석동),대전광역시 유성구청,042-611-6526,999.31,1914.59,http://lib.yuseong.go.kr/,2025-07-15,3670000,대전광역시 유성구
36.36080533,127.3592859,문학마을작은도서관,대전광역시,유성구,작은도서관,월+공휴일,10:00,17:00,10:00,17:00,00:00,00:00,60,11086,0,0,3,14,대전광역시 유성구 어은로 22(어은동,문학마을작은도서관 운영위원회,070-4192-1677,,263,http://small.u-library.kr,2025-07-15,3670000,대전광역시 유성구
36.36942799,127.3356576,별똥별과학도서관,대전광역시,유성구,작은도서관,월+공휴일,10:00,17:00,10:00,17:00,00:00,00:00,25,16134,0,0,3,14,대전광역시 유성구 죽동로 322(죽동),별똥별과학도서관 운영위원회,042-825-6987,,533,http://small.u-library.kr,2025-07-15,3670000,대전광역시 유성구
36.38680886,127.3079041,어린이영어마을도서관,대전광역시,유성구,작은도서관,월+공휴일,10:00,17:00,10:00,17:00,00:00,00:00,60,22728,0,0,3,7,대전광역시 유성구 지족동로 145(지족동),유성구어린이영어마을 작은도서관 운영위원회,042-611-6962,2594,234,http://small.u-library.kr,2025-07-15,3670000,대전광역시 유성구
36.43500958,127.3840999632,송강마을작은도서관,대전광역시,유성구,작은도서관,월+공휴일,10:00,17:00,10:00,17:00,00:00,00:00,40,18955,0,0,3,7,대전광역시 유성구 송강로 42번길 34(송강동),송강마을 작은도서관 운영위원회,070-4404-3030,19703,166,http://small.u-library.kr,2025-07-15,3670000,대전광역시 유성구
35.21896394,128.7050223,사파동성마을작은도서관,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:00,18:00,00:00,00:00,00:00,00:00,32,17231,54,178,3,14,"경상남도 창원시 성산구 창이대로 737(사파동, 사파동성A’)",사파동성아파트입주자대표회의,055-263-8216,,96,,2024-12-05,5670000,경상남도 창원시
35.18723721,128.692676,안민마을도서관,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,17:00,00:00,00:00,36,14564,7,0,5,14,경상남도 창원시 성산구 안민안길 34(안민동),성주동주민자치회,055-281-5520,,131,,2024-12-05,5670000,경상남도 창원시
35.18740864,128.6897059,안민청솔마을도서관,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:30,17:00,00:00,00:00,138,15317,4,0,5,14,경상남도 창원시 성산구 안민로117번길 17(안민동),성주동주민자치회,055-264-0129,,170.05,,2024-12-05,5670000,경상남도 창원시
35.19036173,128.562451,반월작은도서관,경상남도,창원시,작은도서관,월+일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,30,15541,0,0,5,14,경상남도 창원시 마산합포구 3·15대로 121(중앙동1가),반월중앙동주민자치회,055-221-8160,,204.95,,2024-12-05,5670000,경상남도 창원시
35.20627383,128.5729547,부림희망작은도서관,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:00,00:00,00:00,25,10411,5,33,3,14,경상남도 창원시 마산합포구 3·15대로 351(부림동),오동동새마을문고,055-222-0531,,84,,2024-12-05,5670000,경상남도 창원시
35.21607751,128.5625775,무학산블루밍작은도서관,경상남도,창원시,작은도서관,월+일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,40,10427,0,159,5,14,"경상남도 창원시 마산합포구 노산서18길 142(교방동, 벽산블루밍A’) 2단지",마산무학산블루밍아파트입주자대표회의,055-245-5730,,175,,2024-12-05,5670000,경상남도 창원시
35.14988761,128.5537934,현동작은도서관,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,17:00,00:00,00:00,26,8971,0,0,5,14,경상남도 창원시 마산합포구 현동7길 27(현동),현동주민자치회,055-221-0223,,106.08,,2024-12-05,5670000,경상남도 창원시
35.21649814,128.5790896,꿈꾸는산호작은도서관,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:00,18:00,00:00,00:00,00:00,00:00,29,7489,2,0,10,14,경상남도 창원시 마산합포구 용마로 30(여성회관 마산관 1층),(사)한국인성교육학회,055-604-1615,,89,,2024-12-05,5670000,경상남도 창원시
35.17375179,128.5580464,고운작은도서관,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,6515,8,0,3,14,경상남도 창원시 마산합포구 월영마을로 3(월영동),월영동주민자치회,070-7798-1612,,97.44,,2024-12-05,5670000,경상남도 창원시
35.20706717,128.5696019,신추산작은도서관,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,21,3264,3,0,5,14,경상남도 창원시 마산합포구 문신길 169(오동동),㈜라온아트앤컬처,055-245-5035,,178.36,,2024-12-05,5670000,경상남도 창원시
35.24279619,128.5037042,상곡어울림작은도서관,경상남도,창원시,작은도서관,월+일+국가지정 공휴일,09:00,18:00,10:00,15:00,00:00,00:00,50,14032,22,93,3,14,경상남도 창원시 마산회원구 내서읍 상곡로 16,(사)창원시새마을회,055-231-4204,,188,,2024-12-05,5670000,경상남도 창원시
35.24218587,128.5838997,합성가고파작은도서관,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:00,18:00,10:00,17:00,00:00,00:00,30,12271,0,180,5,14,경상남도 창원시 마산회원구 합성서3길 21(합성동),합성1동주민자치회,055-253-5583,,114,,2024-12-05,5670000,경상남도 창원시
35.22128334,128.5972012,봉암동작은도서관,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,10206,1,31,4,14,경상남도 창원시 마산회원구 봉암북2길 31(봉암동),㈜라온아트앤컬처,055-292-5760,,105.38,,2024-12-05,5670000,경상남도 창원시
35.15867283,128.6602155,여좌작은도서관,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:00,18:00,10:00,16:00,00:00,00:00,36,4348,0,0,5,14,경상남도 창원시 진해구 여좌천로 64-1(여좌동),블라썸여좌사회적협동조합,055-546-9294,,150,,2024-12-05,5670000,경상남도 창원시
,,안성시 중앙도서관,경기도,안성시,공공도서관,1)매주월요일 2)국가지정공휴일,08:00,23:59,08:00,23:59,00:00,23:59,206,462952,6083,7337,10,14,경기도 안성시 안성맞춤대로 1150,경기도 안성시,031-676-7941,6800,6249,http://www.anseong.go.kr/library,2025-02-11,4080000,경기도 안성시
,,안성시 공도도서관,경기도,안성시,공공도서관,1)매주금요일 2)국가지정공휴일,08:00,23:59,08:00,23:59,00:00,23:59,135,177491,3618,1677,10,14,경기도 안성시 공도읍 공도5로 26,경기도 안성시,031-678-3210,1085,4021,http://www.anseong.go.kr/library,2025-02-11,4080000,경기도 안성시
,,안성시 보개도서관,경기도,안성시,공공도서관,1)매주금요일 2)국가지정공휴일,09:00,20:00,09:00,18:00,00:00,23:59,216,94063,2334,2103,10,14,경기도 안성시 보개면 종합운동장로 205,경기도 안성시,031-678-5330,18098,1769,http://www.anseong.go.kr/library,2025-02-11,4080000,경기도 안성시
,,안성시 진사도서관,경기도,안성시,공공도서관,1)매주월요일 2)국가지정공휴일,09:00,22:00,09:00,22:00,00:00,23:59,125,100933,2301,1410,10,14,경기도 안성시 공도읍 진사2길 70,경기도 안성시,031-678-4090,7240,1526,http://www.anseong.go.kr/library,2025-02-11,4080000,경기도 안성시
,,안성시 일죽도서관,경기도,안성시,공공도서관,1)매주일요일 2)국가지정공휴일,09:00,19:00,09:00,19:00,00:00,00:00,50,35427,1763,905,10,14,경기도 안성시 일죽면 금일로 433,경기도 안성시,031-671-3230,3188,1271,http://www.anseong.go.kr/library,2025-02-11,4080000,경기도 안성시
35.1512528,126.925462,민주작은도서관,광주광역시,동구,작은도서관,토+일+국가지정공휴일,10:00,16:30,00:00,00:00,00:00,00:00,20,5058,5,2,0,0,광주광역시 동구 동명로26번길 15-3(동명동),(사)광주민주화운동기념사업회,062-675-3555,,44,,2025-06-26,3590000,광주광역시 동구
35.15706311,126.9253721,푸른길두산위브작은도서관,광주광역시,동구,작은도서관,화+수+금+토+일+국가지정공휴일,15:00,18:00,00:00,00:00,00:00,00:00,30,1698,0,0,0,0,"광주광역시 동구 계림로30번길 15(계림동, 푸른길 두산위브)",푸른길두산위브입주자대표회의,062-226-1216,,114.57,,2025-06-26,3590000,광주광역시 동구
35.1426084009,126.9170039484,꽃대여행작은도서관,광주광역시,동구,작은도서관,휴관,09:30,17:30,00:00,00:00,00:00,00:00,30,5000,0,0,0,0,광주광역시 동구 천변우로 447,아시아문화콘텐츠시민네트워크,062-223-2301,,115,,2025-06-26,3590000,광주광역시 동구
37.48839372,126.7231464,하브루타도서관,인천광역시,부평구,작은도서관,일+월+법정공휴일,09:00,16:30,13:00,16:00,00:00,00:00,20,2653,0,0,0,0,인천광역시 부평구 경인로931번길18(부평동),부평남부교회,,,140,,2025-10-31,3540000,인천광역시 부평구
37.516550278,126.7588701907,상동무지개작은도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,30,1250,0,0,0,0,인천광역시 부평구 송내대로373번길28(삼산동),기쁜소식부천교회,,,62.4,,2025-10-31,3540000,인천광역시 부평구
37.506052,126.7039764,지혜로작은도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,15,2639,0,0,0,0,인천광역시 부평구 마장로324번길8-17(산곡동),지혜로작은도서관,,,152.51,,2025-10-31,3540000,인천광역시 부평구
37.52006146,126.746528,로뎀나무도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,9639,0,0,0,0,"인천광역시 부평구 영성동로 35, 부성교회(삼산동)",부성교회,032-529-5112,,141.2,,2025-10-31,3540000,인천광역시 부평구
37.499561,126.715083,꿈쟁이어린이도서관,인천광역시,부평구,작은도서관,일+월+법정공휴일,09:00,17:00,09:00,15:00,00:00,00:00,26,6500,0,0,0,0,인천광역시 부평구 부흥로 213 주안교회(산곡동),주안교회,032-590-9809,,192.87,,2025-10-31,3540000,인천광역시 부평구
37.474552,126.702253,꿈꾸는작은도서관,인천광역시,부평구,작은도서관,일+법정공휴일,14:00,20:00,09:00,17:00,00:00,00:00,24,1005,0,0,0,0,인천광역시 부평구 하정로19번길 5(십정동),십정중부감리교회,032-428-1769,,54.72,,2025-10-31,3540000,인천광역시 부평구
37.49258443,126.7409216,열방작은도서관,인천광역시,부평구,작은도서관,일+법정공휴일,13:00,18:00,13:00,18:00,00:00,00:00,10,9078,0,0,0,0,인천광역시 부평구 수변로 68-1(부개동),열방교회,,,37.62,,2025-10-31,3540000,인천광역시 부평구
37.50838429,126.728054,한아름작은도서관,인천광역시,부평구,작은도서관,일+월+법정공휴일,14:00,18:00,14:00,18:00,00:00,00:00,16,1099,0,0,0,0,인천광역시 부평구 주부토로146번길 35-8(갈산동),한아름작은도서관,070-8638-9531,,43.2,,2025-10-31,3540000,인천광역시 부평구
37.60605688,126.659704,행복한나라 문고,인천광역시,서구,작은도서관,일+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,15,3200,0,2,2,7,인천광역시 서구 완정로178번길 49,,032-266-8845,,,,2025-11-14,3560000,인천광역시 서구
37.514608,126.6722843,회화나무 도서관,인천광역시,서구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,16,12932,0,2,2,7,인천광역시 서구 가정로335번길 3,,032-719-3831,,,,2025-11-14,3560000,인천광역시 서구
37.52770121,126.6505059,힐데스 작은도서관,인천광역시,서구,작은도서관,일+법정공휴일,13:00,19:00,13:00,19:00,00:00,00:00,31,1367,0,0,0,0,"인천광역시 서구 청라라임로 17, 청라힐데스하임 아파트 관리동 1층",,032-564-4401,,,,2025-11-14,3560000,인천광역시 서구
37.48748624,126.683403,가재울 작은도서관,인천광역시,서구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,40,11271,0,0,2,7,인천광역시 서구 장고개로280번길 14,,032-718-5229,,,,2025-11-14,3560000,인천광역시 서구
37.515517,126.677826,가정골 북카페,인천광역시,서구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,5504,0,2,2,7,인천광역시 서구 서달로179번길 12-16,,032-571-8920,,,,2025-11-14,3560000,인천광역시 서구
37.06470008,126.7956061,기아행복마루작은도서관,경기도,화성시,작은도서관,"매주 일요일, 월요일 및 법정공휴일, 재단창립기념일",09:00,18:00,09:00,18:00,00:00,00:00,25,14081,16,998,7,14,경기도 화성시 만세구 우정읍 기아자동차로 559,화성시문화관광재단,031-358-2597,162,162,www.hscitylib.or.kr,2026-02-01,5530000,경기도 화성시
37.21736028,127.1098102,늘봄이음터작은도서관,경기도,화성시,작은도서관,"매주 일요일, 월요일 및 법정공휴일, 재단창립기념일",09:00,18:00,09:00,18:00,00:00,00:00,21,8782,9,0,7,14,경기도 화성시 동탄구 동탄대로24길 49 (영천동),화성시인재육성재단,031-378-5696,138,138,www.hscitylib.or.kr,2026-02-01,5530000,경기도 화성시
37.20501433,126.7702171,마도작은도서관,경기도,화성시,작은도서관,"매주 토요일, 일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,35,10226,9,0,7,14,경기도 화성시 만세구 마도면 마도북로 387,경기도 화성시청,031-5189-2338,131,131,www.hscitylib.or.kr,2026-02-01,5530000,경기도 화성시
37.2260722,126.9439303,봉담커피앤북작은도서관,경기도,화성시,작은도서관,"매주 토요일, 일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,18,11941,11,0,7,14,경기도 화성시 효행구 봉담읍 상리3길 38,경기도 화성시청,070-4040-9833,92,92,www.hscitylib.or.kr,2026-02-01,5530000,경기도 화성시
37.23581859,126.8738925,비봉작은도서관,경기도,화성시,작은도서관,"매주 일요일, 월요일 및 법정공휴일, 재단창립기념일",09:00,18:00,09:00,18:00,00:00,00:00,25,14979,8,0,7,14,경기도 화성시 효행구 비봉면 비봉로71번길 1,화성시문화관광재단,031-355-4551,122,122,www.hscitylib.or.kr,2026-02-01,5530000,경기도 화성시
37.24463572,126.9461715,샘내작은도서관,경기도,화성시,작은도서관,"매주 일요일, 월요일 및 법정공휴일, 재단창립기념일",09:00,18:00,09:00,18:00,00:00,00:00,64,20748,10,0,7,14,경기도 화성시 효행구 매송면 매송고색로375번길 11,화성시문화관광재단,031-292-7307,212,212,www.hscitylib.or.kr,2026-02-01,5530000,경기도 화성시
37.16658698,126.7087356,서신작은도서관,경기도,화성시,작은도서관,"매주 토요일, 일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,25,4128,0,0,7,14,"경기도 화성시 만세구 서신면 궁평항로1702, 2층",경기도 화성시청,031-5189-6489,100,100,www.hscitylib.or.kr,2026-02-01,5530000,경기도 화성시
37.08165365,126.9456438,양감작은도서관,경기도,화성시,작은도서관,"매주 토요일, 일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,17,9811,7,0,7,14,경기도 화성시 만세구 양감면 초록로 7,경기도 화성시청,031-5189-3004,75,75,www.hscitylib.or.kr,2026-02-01,5530000,경기도 화성시
37.16223388,126.9049013,팔탄작은도서관,경기도,화성시,작은도서관,"매주 토요일, 일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,20,10402,10,0,7,14,경기도 화성시 만세구 팔탄면 구장길 14,경기도 화성시청,031-5189-2339,88,88,www.hscitylib.or.kr,2026-02-01,5530000,경기도 화성시
,,푸르지오작은도서관,울산광역시,동구,작은도서관,주말,15:00,18:00,00:00,00:00,15:00,18:00,14,5068,0,0,2,7,울산광역시 동구 봉수로 270,전하푸르지오 입주자대표회의,052-235-7710,,4941,,2025-03-06,3710000,울산광역시 동구
,,휴(休)Book사랑방작은도서관,울산광역시,동구,작은도서관,일,14:00,18:00,14:00,18:00,14:00,18:00,18,4147,0,0,3,14,울산광역시 동구 등대4길 25,방어휴먼시아 임차인대표회의,052-234-5055,,10842,,2025-03-06,3710000,울산광역시 동구
37.554834,127.021637,금호1가동우리동네북카페책단지꿀단지,서울특별시,성동구,공공도서관,"주말, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,28,4284,1,0,3,14,서울특별시 성동구 행당로 15 (금호동1가),서울특별시 성동구,02-2286-7343,71,71,,2025-06-18,3030000,서울특별시 성동구
37.553233,127.0208504,"금호2,3가동어린이작은도서관",서울특별시,성동구,공공도서관,"주말, 법정공휴일",09:00,16:00,00:00,00:00,00:00,00:00,15,8793,1,0,3,14,서울특별시 성동구 금호동2가 무수막18길 1,서울특별시 성동구,02-2286-7374,77,77,,2025-06-18,3030000,서울특별시 성동구
37.54715523,127.0224398,금호4가동어린이작은도서관,서울특별시,성동구,공공도서관,"주말, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,8629,1,0,3,14,서울특별시 성동구 금호동4가 독서당로46길 26 금호4가동주민센터,서울특별시 성동구,02-2286-7383,134,134,,2025-06-18,3030000,서울특별시 성동구
37.56631825,127.0454072,마장동작은도서관,서울특별시,성동구,공공도서관,"주말, 법정공휴일",14:00,18:00,00:00,00:00,00:00,00:00,20,4989,1,0,3,14,서울특별시 성동구 마장동 마장로42길 11 마장동주민센터,서울특별시 성동구,02-2286-7256,46,46,,2025-06-18,3030000,서울특별시 성동구
