latitude,longitude,manageNo,parkNm,parkSe,rdnmadr,lnmadr,parkAr,mvmFclty,amsmtFclty,cnvnncFclty,cltrFclty,etcFclty,appnNtfcDate,institutionNm,phoneNumber,referenceDate,insttCode,insttNm
37.69559116,126.7675316,41287-00003,탄현 3(현중),어린이공원,경기도 고양시 일산서구 현중로 56,경기도 고양시 일산서구 탄현동 1478,1500,체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1990-12-19,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.6939833,126.7663116,41287-00004,탄현 4(숯고개),어린이공원,경기도 고양시 일산서구 홀트로 16-2,경기도 고양시 일산서구 탄현동 1486,1500,체력단련시설,조합놀이대+흔들놀이대+놀이집,화장실,,,1990-12-19,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.69409935,126.768920,41287-00005,탄현 5(탄현),어린이공원,경기도 고양시 일산서구 현중로36번길 20-2,경기도 고양시 일산서구 탄현동 1495,1501,체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1990-12-19,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.69423204,126.7709827,41287-00006,탄현 6(탄중),어린이공원,경기도 고양시 일산서구 탄중로233번길 16,경기도 고양시 일산서구 탄현동 1501,1494,체력단련시설,조합놀이대+그네+흔들놀이대+철봉,화장실,,,1990-12-19,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.69750131,126.7713453,41287-00007,탄현 2(황룡산),어린이공원,,경기도 고양시 일산서구 탄현동 1554,1811,체력단련시설,조합놀이대+흔들놀이대+암벽오르기,,,,1990-12-19,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.69355743,126.7762593,41287-00008,중산 10(한뫼),근린공원,경기도 고양시 일산서구 탄중로 284,경기도 고양시 일산서구 일산동 1558,27167,체력단련시설,조합놀이대,화장실,,수경시설+야외무대+조형물,1991-05-31,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.68443535,126.7577169,41287-00009,새말,어린이공원,경기도 고양시 일산서구 웅비로12번길 5-21,경기도 고양시 일산서구 대화동 2008,3987,체력단련시설,조합놀이대+그네+시소,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.68417826,126.7541354,41287-00010,토성,어린이공원,경기도 고양시 일산서구 성저로50번길 23,경기도 고양시 일산서구 대화동 2065,3659,체력단련시설,조합놀이대+그네+시소+흔들놀이대,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.68218922,126.7515212,41287-00011,왕산,어린이공원,경기도 고양시 일산서구 성저로 24-2,경기도 고양시 일산서구 대화동 2092,4326,체력단련시설,조합놀이대+그네+시소,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.68232402,126.7562364,41287-00012,성저,근린공원,경기도 고양시 일산서구 일산로 655,경기도 고양시 일산서구 대화동 2104,50334,다목적운동장+체력단련시설,,화장실,,야외무대+시계탑,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.67989046,126.7557898,41287-00013,가와지,어린이공원,경기도 고양시 일산서구 일산로695번길 47,경기도 고양시 일산서구 대화동 2113,1994,,조합놀이대+그네+흔들놀이대+철봉,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.67679795,126.7538503,41287-00014,장성,어린이공원,경기도 고양시 일산서구 강성로214번길 41-10,경기도 고양시 일산서구 대화동 2166,4798,체력단련시설,조합놀이대+그네+흔들놀이대+철봉+평행봉,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.67426561,126.7538961,41287-00015,대화,근린공원,경기도 고양시 일산서구 강성로 203,경기도 고양시 일산서구 대화동 2201,16685,체력단련시설,,화장실,,조형물,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
37.43211381,126.6967883,28185-00037,무주골공원,근린공원,인천광역시 연수구 넘말로 97,인천광역시 연수구 선학동 134-11,850681,체력단련시설,어린이놀이시설,주차장+화장실,,관리사무소+벽천+연못,1944-01-08,월미공원사업소,032-440-5952,2026-02-01,6280000,인천광역시
37.23979543,127.0552753,41113-00121,12호소공원,소공원,,경기도 수원시 권선구 평동 13-236,1315.3,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.24576426,126.9660779,41113-00122,18호소공원,소공원,,경기도 수원시 권선구 오목천동 314-86,174,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.27631795,126.9556215,41113-00123,20호소공원,소공원,,경기도 수원시 권선구 금곡동 1115,671.1,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.27151843,126.9573903,41113-00124,21호소공원,소공원,,경기도 수원시 권선구 금곡동 1134-4,269,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.26707309,126.9462954,41113-00125,22호소공원,소공원,,경기도 수원시 권선구 호매실동 1354,739.6,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.24753698,127.026406,41113-00126,28호소공원,소공원,,경기도 수원시 권선구 권선동 1367-14,1104.8,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.2488844,127.0209394,41113-00127,29호소공원,소공원,,경기도 수원시 권선구 권선동 1367-26,1030.3,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25623296,126.9605291,41113-00128,34호소공원,소공원,,경기도 수원시 권선구 호매실동 1413-4,454.4,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.27795615,126.9435986,41113-00129,35호소공원,소공원,,경기도 수원시 권선구 금곡동 1064,421.6,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.29269733,126.9358111,41113-00073,까치,어린이공원,,경기도 수원시 권선구 당수동 292-1,4614,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.29619165,126.9593666,41113-00074,갓띠,어린이공원,,경기도 수원시 권선구 입북동 811,2700,,조합놀이대1+바닥분수1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.28432415,126.9763281,41113-00075,다온,어린이공원,,경기도 수원시 권선구 구운동 892,1860,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.2825796,126.9735142,41113-00076,꽃길,어린이공원,,경기도 수원시 권선구 구운동 910,1657,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.28530362,126.9724008,41113-00077,세모,어린이공원,,경기도 수원시 권선구 구운동 895,2448,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.28048782,126.9703666,41113-00078,드림,어린이공원,,경기도 수원시 권선구 구운동 933,906.8,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.28067947,126.9723015,41113-00079,하늬,어린이공원,경기도 수원시 권선구 구운로 73번길 10-14,경기도 수원시 권선구 구운동 941-1,2143,다목적구장(배드민턴)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.2785693,126.9698845,41113-00080,별솔,어린이공원,,경기도 수원시 권선구 구운동 955,1700,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.2487464,127.0304415,41113-00065,선일,어린이공원,,경기도 수원시 권선구 권선동 1275,2856.9,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25010811,127.0284402,41113-00066,다솜,어린이공원,,경기도 수원시 권선구 권선동 1264,2202.2,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25244724,127.0287838,41113-00067,우솔,어린이공원,,경기도 수원시 권선구 권선동 1261,1649.7,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25347243,127.0230507,41113-00068,권선,어린이공원,경기도 수원시 권선구 경수대로 302번길 29,경기도 수원시 권선구 권선동 1185-1,2974.4,다목적구장(배드민턴+족구)2,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25206241,127.0277848,41113-00069,아우름,어린이공원,,경기도 수원시 권선구 권선동 1333,3338.7,,놀이시설2,화장실1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25271498,127.0222966,41113-00070,다정,어린이공원,경기도 수원시 권선구 경수대로 302번길 32,경기도 수원시 권선구 권선동 1188-1,2809,다목적구장(족구)1,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25735256,127.0096088,41113-00071,버드내,어린이공원,경기도 수원시 권선구 수원천로 24,경기도 수원시 권선구 세류동 463-1,2003.6,,조합놀이대1,노인정1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.26018376,126.9960193,41113-00072,벌말,어린이공원,,경기도 수원시 권선구 평동 21-158,1633,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.66450853,126.8035678,41285-00063,풍동(풍식사2),문화공원,,경기도 고양시 일산동구 풍동 184,3726,야외배드민턴장,,,,,2002-02-18,경기도 고양시 푸른도시사업소,031-8075-4337,2025-12-15,3940000,경기도 고양시
37.65789838,126.7583196,41285-00064,수변공원,근린공원,경기도 고양시 일산동구 연리지로 17-2,경기도 고양시 일산동구 장항동 1798-1,81511.2,,,,,,2005-04-21,경기도 고양시 푸른도시사업소,031-8075-4333,2025-12-15,3940000,경기도 고양시
37.68539245,126.8122132,41285-00065,식사근린1(어침이),근린공원,경기도 고양시 일산동구 위시티로 149,경기도 고양시 일산동구 식사동 1478,25004,실내다목적체육관+체력단련시설,그네+시소+조합놀이대+흔들말,화장실,,,2005-08-24,경기도 고양시 푸른도시사업소,031-8075-4337,2025-12-15,3940000,경기도 고양시
37.67456234,126.8075159,41285-00066,식사어린이1(상상),어린이공원,경기도 고양시 일산동구 위시티로 18,경기도 고양시 일산동구 식사동 1588,2605,,조합놀이대+흔들놀이기구,,,,2005-08-24,경기도 고양시 푸른도시사업소,031-8075-4337,2025-12-15,3940000,경기도 고양시
37.68275713,126.8171515,41285-00067,식사어린이2(식사숲속),어린이공원,,경기도 고양시 일산동구 식사동 1496,2605,,흔들놀이기구+기타,,,,2005-08-24,경기도 고양시 푸른도시사업소,031-8075-4337,2025-12-15,3940000,경기도 고양시
37.68164852,126.8095471,41285-00068,식사어린이3(바람놀이),어린이공원,,경기도 고양시 일산동구 식사동 1509,2600,,조합놀이대+건너는기구+흔들놀이기구+미끄럼틀,화장실,,,2005-08-24,경기도 고양시 푸른도시사업소,031-8075-4337,2025-12-15,3940000,경기도 고양시
