source_name,source_url,reference_date,item_type,name_ko,category,region,address,latitude,longitude,summary,story_use,mission_use,age_tags,keywords,manageNo,parkNm,parkSe,rdnmadr,lnmadr,parkAr,mvmFclty,amsmtFclty,cnvnncFclty,cltrFclty,etcFclty,appnNtfcDate,institutionNm,phoneNumber,referenceDate,insttCode,insttNm
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2024-08-12,place,오금지구 수변공원,수변공원,서울특별시 송파구,서울특별시 송파구 오금동 97-21 일원,37.507619,127.136866,"오금지구 수변공원은(는) 수변공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,"공원에서 색깔, 나무, 놀이시설을 찾아보는 관찰 미션",4-7;8-10,공원;수변공원,11710-00124,오금지구 수변공원,수변공원,,서울특별시 송파구 오금동 97-21 일원,4302,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2024-08-12,place,돌무데기놀이터,기타,서울특별시 송파구,서울특별시 송파구 마천동 277-52,37.492024,127.1572039,"돌무데기놀이터은(는) 기타으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,"공원에서 색깔, 나무, 놀이시설을 찾아보는 관찰 미션",4-7;8-10,공원;기타,11710-00126,돌무데기놀이터,기타,,서울특별시 송파구 마천동 277-52,455,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2024-08-12,place,풍납타이어,기타,서울특별시 송파구,서울특별시 송파구 풍납동 483-4,37.535938,127.121564,"풍납타이어은(는) 기타으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,"공원에서 색깔, 나무, 놀이시설을 찾아보는 관찰 미션",4-7;8-10,공원;기타,11710-00127,풍납타이어,기타,,서울특별시 송파구 풍납동 483-4,291,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2024-08-12,place,가락1(시영아파트),근린공원,서울특별시 송파구,서울특별시 송파구 가락동 479,37.49761457,127.1025318,"가락1(시영아파트)은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,"공원에서 색깔, 나무, 놀이시설을 찾아보는 관찰 미션",4-7;8-10,공원;근린공원,11710-00128,가락1(시영아파트),근린공원,,서울특별시 송파구 가락동 479,19159.2,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-05-28,place,원도안,어린이공원,대전광역시 서구,대전광역시 서구 도안동 1113,36.32433529,127.3460925,"원도안은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대 외5종,4-7;8-10,공원;어린이공원;조합놀이대;외5종,30170-00092,원도안,어린이공원,,대전광역시 서구 도안동 1113,2406.7,,조합놀이대 외5종,,,공원등5주 외2종,2001-01-05,대전광역시 서구청,042-288-3623,2025-05-28,3660000,대전광역시 서구
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2024-08-12,place,위례 근린공원3호,근린공원,서울특별시 송파구,서울특별시 송파구 거여동 산26-7임 일원,37.490844,127.139533,"위례 근린공원3호은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,"공원에서 색깔, 나무, 놀이시설을 찾아보는 관찰 미션",4-7;8-10,공원;근린공원,11710-00132,위례 근린공원3호,근린공원,,서울특별시 송파구 거여동 산26-7임 일원,42448,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,양촌,어린이공원,경기도 고양시,경기도 고양시 일산서구 일산로 732-3,37.67815864,126.7493772,"양촌은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+그네+흔들놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+그네+흔들놀이대;체력단련시설,41287-00016,양촌,어린이공원,경기도 고양시 일산서구 일산로 732-3,경기도 고양시 일산서구 대화동 2211,6555,체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,김서,어린이공원,경기도 고양시,경기도 고양시 일산서구 대화동 2235,37.67363707,126.7460472,"김서은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대;체력단련시설,41287-00017,김서,어린이공원,,경기도 고양시 일산서구 대화동 2235,3002.5,체력단련시설,조합놀이대,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,장촌,근린공원,경기도 고양시,경기도 고양시 일산서구 중앙로 1525,37.67402156,126.7515073,"장촌은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,체력단련시설,4-7;8-10,공원;근린공원;체력단련시설,41287-00018,장촌,근린공원,경기도 고양시 일산서구 중앙로 1525,경기도 고양시 일산서구 대화동 2241,16574,체력단련시설,,화장실,,수경시설,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,강서,어린이공원,경기도 고양시,경기도 고양시 일산서구 호수로838번길 55-7,37.67219634,126.7507291,"강서은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+정글짐+시소+흔들놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+정글짐+시소+흔들놀이대;체력단련시설,41287-00019,강서,어린이공원,경기도 고양시 일산서구 호수로838번길 55-7,경기도 고양시 일산서구 대화동 2265,3217,체력단련시설,조합놀이대+정글짐+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,도화,어린이공원,경기도 고양시,경기도 고양시 일산서구 일산로 604,37.68229664,126.7622449,"도화은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+정글짐+시소+흔들놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+정글짐+시소+흔들놀이대;체력단련시설,41287-00020,도화,어린이공원,경기도 고양시 일산서구 일산로 604,경기도 고양시 일산서구 일산동 1043,4999,체력단련시설,조합놀이대+정글짐+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,윗말,어린이공원,경기도 고양시,경기도 고양시 일산서구 고봉로 189-3,37.67721758,126.7740777,"윗말은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+그네+시소+흔들놀이대+회전놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+그네+시소+흔들놀이대+회전놀이대;체력단련시설,41287-00021,윗말,어린이공원,경기도 고양시 일산서구 고봉로 189-3,경기도 고양시 일산서구 일산동 1095,6400,체력단련시설,조합놀이대+그네+시소+흔들놀이대+회전놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,이물재,어린이공원,경기도 고양시,경기도 고양시 일산서구 고봉로 143-3,37.6735398,126.7716033,"이물재은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+정글짐+그네+흔들놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+정글짐+그네+흔들놀이대;체력단련시설,41287-00022,이물재,어린이공원,경기도 고양시 일산서구 고봉로 143-3,경기도 고양시 일산서구 주엽동 39,5701,체력단련시설,조합놀이대+정글짐+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,문촌,어린이공원,경기도 고양시,경기도 고양시 일산서구 주엽로 173-4,37.6747456,126.7584541,"문촌은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+그네+흔들놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+그네+흔들놀이대;체력단련시설,41287-00023,문촌,어린이공원,경기도 고양시 일산서구 주엽로 173-4,경기도 고양시 일산서구 주엽동 10,4901,체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,주엽,근린공원,경기도 고양시,경기도 고양시 일산서구 주화로 65-3,37.66867703,126.7603779,"주엽은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,체력단련시설,4-7;8-10,공원;근린공원;체력단련시설,41287-00024,주엽,근린공원,경기도 고양시 일산서구 주화로 65-3,경기도 고양시 일산서구 주엽동 118,19614,체력단련시설,,화장실,,조형물,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,백암,어린이공원,경기도 고양시,경기도 고양시 일산서구 주엽로 107,37.66954988,126.7553261,"백암은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+그네+흔들놀이대; 야외배드민턴장+체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+그네+흔들놀이대;야외배드민턴장+체력단련시설,41287-00025,백암,어린이공원,경기도 고양시 일산서구 주엽로 107,경기도 고양시 일산서구 주엽동 130,7875,야외배드민턴장+체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,오거리,어린이공원,경기도 고양시,경기도 고양시 일산서구 주엽로 220-4,37.67606162,126.764586,"오거리은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+그네+시소+흔들놀이대,4-7;8-10,공원;어린이공원;조합놀이대+그네+시소+흔들놀이대,41287-00026,오거리,어린이공원,경기도 고양시 일산서구 주엽로 220-4,경기도 고양시 일산서구 주엽동 34,4001,,조합놀이대+그네+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,오마,어린이공원,경기도 고양시,경기도 고양시 일산서구 주엽로 219,37.67830724,126.7609682,"오마은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+그네+시소+흔들놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+그네+시소+흔들놀이대;체력단련시설,41287-00027,오마,어린이공원,경기도 고양시 일산서구 주엽로 219,경기도 고양시 일산서구 일산동 1375,5700,체력단련시설,조합놀이대+그네+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,강재,어린이공원,경기도 고양시,경기도 고양시 일산서구 강성로 126,37.67254864,126.7633732,"강재은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+그네+시소+흔들놀이대,4-7;8-10,공원;어린이공원;조합놀이대+그네+시소+흔들놀이대,41287-00028,강재,어린이공원,경기도 고양시 일산서구 강성로 126,경기도 고양시 일산서구 주엽동 52,4000,,조합놀이대+그네+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,궁골,어린이공원,경기도 고양시,경기도 고양시 일산서구 고봉로 91-3,37.6695506,126.7690897,"궁골은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+정글짐+그네+흔들놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+정글짐+그네+흔들놀이대;체력단련시설,41287-00029,궁골,어린이공원,경기도 고양시 일산서구 고봉로 91-3,경기도 고양시 일산서구 주엽동 55,6901,체력단련시설,조합놀이대+정글짐+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,강선,근린공원,경기도 고양시,경기도 고양시 일산서구 강성로 124,37.67117101,126.7620628,"강선은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,다목적운동장+체력단련시설,4-7;8-10,공원;근린공원;다목적운동장+체력단련시설,41287-00030,강선,근린공원,경기도 고양시 일산서구 강성로 124,경기도 고양시 일산서구 주엽동 78,34384,다목적운동장+체력단련시설,,화장실,,조형물,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,회화,어린이공원,경기도 고양시,경기도 고양시 일산서구 고봉로 25-3,37.66568037,126.7638604,"회화은(는) 어린이공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대+정글짐+시소+흔들놀이대; 체력단련시설,4-7;8-10,공원;어린이공원;조합놀이대+정글짐+시소+흔들놀이대;체력단련시설,41287-00031,회화,어린이공원,경기도 고양시 일산서구 고봉로 25-3,경기도 고양시 일산서구 주엽동 91,3803,체력단련시설,조합놀이대+정글짐+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,후동,근린공원,경기도 고양시,경기도 고양시 일산서구 일산로 552-1,37.67842011,126.7669398,"후동은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,체력단련시설,4-7;8-10,공원;근린공원;체력단련시설,41287-00032,후동,근린공원,경기도 고양시 일산서구 일산로 552-1,경기도 고양시 일산서구 일산동 1400,19195,체력단련시설,,화장실,,수경시설+조형물,1995-04-03,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,문화,근린공원,경기도 고양시,경기도 고양시 일산서구 일산로 553-1,37.67705604,126.7659922,"문화은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,체력단련시설,4-7;8-10,공원;근린공원;체력단련시설,41287-00033,문화,근린공원,경기도 고양시 일산서구 일산로 553-1,경기도 고양시 일산서구 일산동 1379,40373,체력단련시설,,화장실,,수경시설+조형물+시계탑,1995-04-03,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,숯고개,근린공원,경기도 고양시,경기도 고양시 일산서구 산현로 33,37.69071006,126.7649935,"숯고개은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대; 다목적운동장+체력단련시설,4-7;8-10,공원;근린공원;조합놀이대;다목적운동장+체력단련시설,41287-00034,숯고개,근린공원,경기도 고양시 일산서구 산현로 33,경기도 고양시 일산서구 탄현동 1580,10027,다목적운동장+체력단련시설,조합놀이대,화장실,,조형물,1997-01-21,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,가좌,근린공원,경기도 고양시,경기도 고양시 일산서구 송산로 387-7,37.68619741,126.7216817,"가좌은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대; 게이트볼장+실내배드민턴장+체력단련시설,4-7;8-10,공원;근린공원;조합놀이대;게이트볼장+실내배드민턴장+체력단련시설,41287-00035,가좌,근린공원,경기도 고양시 일산서구 송산로 387-7,경기도 고양시 일산서구 가좌동 1098,50155,게이트볼장+실내배드민턴장+체력단련시설,조합놀이대,화장실,,조형물,2001-06-22,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,송포,근린공원,경기도 고양시,경기도 고양시 일산서구 대화동 1495-1,37.67030086,126.7301278,"송포은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대; 족구장+체력단련시설,4-7;8-10,공원;근린공원;조합놀이대;족구장+체력단련시설,41287-00036,송포,근린공원,,경기도 고양시 일산서구 대화동 1495-1,8968,족구장+체력단련시설,조합놀이대,,,,2001-06-22,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,호미걸이,근린공원,경기도 고양시,경기도 고양시 일산서구 대화동 750-16,37.67190295,126.7346817,"호미걸이은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대; 체력단련시설,4-7;8-10,공원;근린공원;조합놀이대;체력단련시설,41287-00037,호미걸이,근린공원,,경기도 고양시 일산서구 대화동 750-16,10289,체력단련시설,조합놀이대,,,수경시설+야외무대+조형물,2001-06-22,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,레포츠,체육공원,경기도 고양시,경기도 고양시 일산서구 대화로156번길 39,37.66991791,126.7371001,"레포츠은(는) 체육공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대; 축구장+게이트볼장+농구장+인라인스케이트장+테니스장+실내배드민턴장+체력단련시설,4-7;8-10,공원;체육공원;조합놀이대;축구장+게이트볼장+농구장+인라인스케이트장+테니스장+실내배드민턴장+체력단련시설,41287-00038,레포츠,체육공원,경기도 고양시 일산서구 대화로156번길 39,경기도 고양시 일산서구 대화동 2314,45798,축구장+게이트볼장+농구장+인라인스케이트장+테니스장+실내배드민턴장+체력단련시설,조합놀이대,화장실,,조형물,2002-12-31,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
전국도시공원정보표준데이터,https://www.data.go.kr/data/15012890/standard.do,2025-12-15,place,국제전시장,근린공원,경기도 고양시,경기도 고양시 일산서구 한류월드로 280,37.66501092,126.7562768,"국제전시장은(는) 근린공원으로, 아이의 생활권 동화 배경으로 사용할 수 있다.",아이의 집 주변 산책·탐험 동화 배경,조합놀이대,4-7;8-10,공원;근린공원;조합놀이대,41287-00039,국제전시장,근린공원,경기도 고양시 일산서구 한류월드로 280,경기도 고양시 일산서구 대화동 1050-176,42416.2,,조합놀이대,화장실,,수경시설+조형물,2003-04-21,경기도 고양시 푸른도시사업소,031-8075-4341,2025-12-15,3940000,경기도 고양시
