source_name,source_url,reference_date,item_type,name_ko,category,region,address,latitude,longitude,summary,story_use,mission_use,age_tags,keywords,trrsrtNm,trrsrtSe,rdnmadr,lnmadr,ar,cnvnncFclty,stayngInfo,mvmAmsmtFclty,recrtClturFclty,hospitalityFclty,sportFclty,appnDate,aceptncCo,prkplceCo,trrsrtIntrcn,phoneNumber,institutionNm,referenceDate,insttCode,insttNm
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,백련사,관광지,전라남도 강진군,전라남도 강진군 도암면 백련사길 145,34.58775658,126.747892,신라말에 창건되어 1211년 원묘국사요세에 의해 중창된 백련사는 1236년백련결사문을 발표하고 백련결사운동을주창하였으며 고려 8국사와 조선 8대사를배출하여 명찰로 알려지게 되었다,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;백련사;신라말에;창건되어;1211년;원묘국사요세에;의해;중창된;백련사는;1236년백련결사문을;발표하고,백련사,관광지,전라남도 강진군 도암면 백련사길 145,,3000,관리사무소+화장실,,,,,,2013-01-01,100,50,신라말에 창건되어 1211년 원묘국사요세에 의해 중창된 백련사는 1236년백련결사문을 발표하고 백련결사운동을주창하였으며 고려 8국사와 조선 8대사를배출하여 명찰로 알려지게 되었다,061-432-0837,전라남도 강진군청,2025-11-19,4920000,전라남도 강진군
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진주성,관광지,경상남도 진주시,경상남도 진주시 남강로 626(본성동),35.19043229,128.0802214,8년 연속 한국관광100선에 선정된 진주의 대표적인 관광지이자 사적지이다. 진주목사 김시민 장군이 임진왜란 때 3800여명의 적은 군사로 2만여 명의 왜군을 물리친 임진왜란 3대첩지의 하나로 다양한 유물과 유적이 성내에 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진주성;8년;연속;한국관광100선에;선정된;진주의;대표적인;관광지이자;사적지이다.;진주목사,진주성,관광지,경상남도 진주시 남강로 626(본성동),경상남도 진주시 본성동 415,176804,주차장+진주관광안내소+관광통역안내소+화장실,,,사적지+박물관,,,1963-01-21,5000,37,8년 연속 한국관광100선에 선정된 진주의 대표적인 관광지이자 사적지이다. 진주목사 김시민 장군이 임진왜란 때 3800여명의 적은 군사로 2만여 명의 왜군을 물리친 임진왜란 3대첩지의 하나로 다양한 유물과 유적이 성내에 있다.,055-749-5171,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진양호,관광지,경상남도 진주시,경상남도 진주시 남강로1번길 130(판문동),35.17660992,128.0362677,지리산을 바라볼 수 있는 아름다운 자연 경관과 어우러진 진양호는 시원하게 탁 트인 전망 속 호반의 물안개와 황홀한 저녁노을로 많은 사랑을 받고 있다.  진양호공원ㆍ 휴게전망대ㆍ소원계단ㆍ동물원ㆍ진주전통소싸움경기장ㆍ남강댐물문화관ㆍ어린이 교통공원ㆍ진양호 일주도로 등의 다양한 볼거리가 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진양호;지리산을;바라볼;수;있는;아름다운;자연;경관과;어우러진;진양호는,진양호,관광지,경상남도 진주시 남강로1번길 130(판문동),경상남도 진주시 판문동 산171-1,2285,주차장+관광안내도+화장실,,소싸움경기장+동물원,댐+동물원+선착장,,,1970-12-31,3000,400,지리산을 바라볼 수 있는 아름다운 자연 경관과 어우러진 진양호는 시원하게 탁 트인 전망 속 호반의 물안개와 황홀한 저녁노을로 많은 사랑을 받고 있다.  진양호공원ㆍ 휴게전망대ㆍ소원계단ㆍ동물원ㆍ진주전통소싸움경기장ㆍ남강댐물문화관ㆍ어린이 교통공원ㆍ진양호 일주도로 등의 다양한 볼거리가 있다.,055-749-5933,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,경상남도 수목원,관광지,경상남도 진주시,경상남도 진주시 이반성면 수목원로 386,35.15719862,128.2957346,경상남도 수목원은 산림과 동식물에 대한 자연생태 종합학습교육장이다. 3340여 종의 식물을 보유하고 있으며 테마별로 전시관과 식물원이 조성되어 있어 나들이장소와 데이트 코스로 사랑받고 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;경상남도;수목원;수목원은;산림과;동식물에;대한;자연생태;종합학습교육장이다.;3340여;종의,경상남도 수목원,관광지,경상남도 진주시 이반성면 수목원로 386,경상남도 진주시 이반성면 대천리 482-1,1015953,주자창+안내소+화장실+사업소,,,식물원+동물원,,,1993-04-05,5000,304,경상남도 수목원은 산림과 동식물에 대한 자연생태 종합학습교육장이다. 3340여 종의 식물을 보유하고 있으며 테마별로 전시관과 식물원이 조성되어 있어 나들이장소와 데이트 코스로 사랑받고 있다.,055-254-3811,경상남도 산림환경연구원,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,월아산 숲속의 진주,관광지,경상남도 진주시,경상남도 진주시 진성면 달음산로 313,35.199915,128.1941257,월아산을 중심으로 조성된 복합 산림복지시설로 우드랜드ㆍ 산림레포츠ㆍ 자연휴양림 등 도심지와 가까운 곳에서 다양한 산림휴양을 즐길 수 있는 명소로 사랑받고 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;월아산;숲속의;진주;월아산을;중심으로;조성된;복합;산림복지시설로;우드랜드ㆍ;산림레포츠ㆍ,월아산 숲속의 진주,관광지,경상남도 진주시 진성면 달음산로 313,경상남도 진주시 진성면 동산리 산134,900000,주자창+안내소+화장실+사무실,자연휴양림,산림레포츠단지,정원+숲,,,2020-11-27,5000,500,월아산을 중심으로 조성된 복합 산림복지시설로 우드랜드ㆍ 산림레포츠ㆍ 자연휴양림 등 도심지와 가까운 곳에서 다양한 산림휴양을 즐길 수 있는 명소로 사랑받고 있다.,055-760-3670,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진주 K-기업가정신센터,관광지,경상남도 진주시,경상남도 진주시 지수면 지수로 482,35.23484495,128.2705103,2018년 한국경영학회가 진주시를 대한민국 기업가정신 수도로 선포한 것을 계기로 LGㆍGSㆍ삼성 등 글로벌 기업 창업주들이 다녔던 옛지수초등학교를 기업가정신 교육센터와 전문도서관 및 체험센터로 리모델링하여 기업가정신을 널리 확산하기 위해 설립하여 운영하고 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진주;K-기업가정신센터;2018년;한국경영학회가;진주시를;대한민국;기업가정신;수도로;선포한;것을,진주 K-기업가정신센터,관광지,경상남도 진주시 지수면 지수로 482,경상남도 진주시 지수면 승산리 195-2,2214,전시관+교육장+안내소+도서관+체험센터+사무실+화장실,승산에부자한옥+지수남명진취가,,전시관+카페,,,2022-03-29,300,35,2018년 한국경영학회가 진주시를 대한민국 기업가정신 수도로 선포한 것을 계기로 LGㆍGSㆍ삼성 등 글로벌 기업 창업주들이 다녔던 옛지수초등학교를 기업가정신 교육센터와 전문도서관 및 체험센터로 리모델링하여 기업가정신을 널리 확산하기 위해 설립하여 운영하고 있다.,055-749-7980,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,물빛나루쉼터(김시민호),관광지,경상남도 진주시,경상남도 진주시 망경로 195,35.18657405,128.0788814,물빛나루쉼터는 전통 목구조 건축 방식의  현대적 재현을 목표한 건축물로 2022 대한민국 목조건축대전ㆍ2023 캐나다 우드 디자인 앤 빌딩 어워드등에서 수상을 하였다. 김시민호는 남강의 운행하는 유람선으로 특히 야간에 선상에서 바로보는 진주성과 음악분수대의 화려한 조명 분수는 김시민호만의 매력 포인트이다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;물빛나루쉼터(김시민호);물빛나루쉼터는;전통;목구조;건축;방식의;현대적;재현을;목표한;건축물로,물빛나루쉼터(김시민호),관광지,경상남도 진주시 망경로 195,경상남도 진주시 망경동 634,119.19,매표소+화장실,,,유람선,,,2022-05-02,30,0,물빛나루쉼터는 전통 목구조 건축 방식의  현대적 재현을 목표한 건축물로 2022 대한민국 목조건축대전ㆍ2023 캐나다 우드 디자인 앤 빌딩 어워드등에서 수상을 하였다. 김시민호는 남강의 운행하는 유람선으로 특히 야간에 선상에서 바로보는 진주성과 음악분수대의 화려한 조명 분수는 김시민호만의 매력 포인트이다.,055-761-3691,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,김영삼전대통령생가기록전시관,관광지,경상남도 거제시,경상남도 거제시 장목면 옥포대첩로 743,34.931413,128.715439,거산 김영상대통령의 정치적 삶과 민주주의 사상을 널리 알리고 계승하기 위하여 개관,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;김영삼전대통령생가기록전시관;거산;김영상대통령의;정치적;삶과;민주주의;사상을;널리;알리고;계승하기,김영삼전대통령생가기록전시관,관광지,경상남도 거제시 장목면 옥포대첩로 743,경상남도 거제시 장목면 외포리 1371,8420,화장실,,,,안내소,,2010-06-01,500,15,거산 김영상대통령의 정치적 삶과 민주주의 사상을 널리 알리고 계승하기 위하여 개관,055-639-8290,경상남도 거제시 거제해양관광개발공사,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-02-13,place,박경리기념관,관광지,경상남도 통영시,경상남도 통영시 산양읍 산양중앙로 173,34.802301,128.4035792,통영이 낳은 대 소설가 박경리 선생님의 문학적 업적을 기리고 독창적이고 차별화된 문화콘텐츠를 육성하기 위해 기념관 건립함.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;박경리기념관;통영이;낳은;대;소설가;박경리;선생님의;문학적;업적을;기리고,박경리기념관,관광지,경상남도 통영시 산양읍 산양중앙로 173,경상남도 통영시 산양읍 신전리 1429-9,4465,화장실,,,,세미나실+회의실,,2010-05-05,400,23,통영이 낳은 대 소설가 박경리 선생님의 문학적 업적을 기리고 독창적이고 차별화된 문화콘텐츠를 육성하기 위해 기념관 건립함.,055-650-2541,경상남도 통영시청,2025-02-13,5330000,경상남도 통영시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-02-13,place,해저터널,관광지,경상남도 통영시,경상남도 통영시 당동 1-3,34.83609021,128.411698,동양 최초의 바다 밑 터널,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;해저터널;동양;최초의;바다;밑;터널,해저터널,관광지,경상남도 통영시 당동 1-3,경상남도 통영시 당동 1-3,2415,관광안내소,,,,,,2005-09-14,200,0,동양 최초의 바다 밑 터널,055-650-0514,경상남도 통영시청,2025-02-13,5330000,경상남도 통영시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-02-13,place,장사도해상공원,관광지,경상남도 통영시,경상남도 통영시 한산면 장사도길 55,34.71373747,128.5588706,바다위의 공원으로 배를 타고 입장.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;장사도해상공원;바다위의;공원으로;배를;타고;입장.,장사도해상공원,관광지,경상남도 통영시 한산면 장사도길 55,경상남도 통영시 한산면 매죽리 산4-1,390131,화장실+카페+음식점+휴게공간,,,공원,,,2012-01-01,2500,0,바다위의 공원으로 배를 타고 입장.,055-650-0514,경상남도 통영시청,2025-02-13,5330000,경상남도 통영시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-02-13,place,통영시립박물관,관광지,경상남도 통영시,경상남도 통영시 중앙로 65,34.84075153,128.4167887,"통영시립박물관은 통여의 소중한 문화자산을 잘 보존, 전시하여 후대에까지 전하려고 합니다.",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;통영시립박물관;통영시립박물관은;통여의;소중한;문화자산을;잘;보존;전시하여;후대에까지;전하려고,통영시립박물관,관광지,경상남도 통영시 중앙로 65,경상남도 통영시 도천동 28,4989,화장실+카페+음식점+휴게공간,,,전시실,세미나실+영화관람실,,2013-08-23,500,32,"통영시립박물관은 통여의 소중한 문화자산을 잘 보존, 전시하여 후대에까지 전하려고 합니다.",055-650-4515,경상남도 통영시청,2025-02-13,5330000,경상남도 통영시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-02-13,place,삼도수군통제영,관광지,경상남도 통영시,경상남도 통영시 세병로 27,34.84715495,128.423489,"이충무공의 숨결이 살아있는 통제영은 삼도수군통제영의 약칭으로 삼도수군통제사가 경상,전라,충청 3도의 수군을 지휘하던 본영을 말한다. 최초의 통제영은 임진왜란 당시 초대 통제사로 제수된 이순신장군의 한산 진영이였다.",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;삼도수군통제영;이충무공의;숨결이;살아있는;통제영은;삼도수군통제영의;약칭으로;삼도수군통제사가;경상;전라,삼도수군통제영,관광지,경상남도 통영시 세병로 27,경상남도 통영시 문화동 62,46683,관광안내소+화장실,,,,,,1998-02-20,800,140,"이충무공의 숨결이 살아있는 통제영은 삼도수군통제영의 약칭으로 삼도수군통제사가 경상,전라,충청 3도의 수군을 지휘하던 본영을 말한다. 최초의 통제영은 임진왜란 당시 초대 통제사로 제수된 이순신장군의 한산 진영이였다.",055-645-3805,경상남도 통영시 통영관광개발공사,2025-02-13,5330000,경상남도 통영시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2026-02-09,place,창원의집,관광지,경상남도 창원시,경상남도 창원시 의창구 사림로 16번길 59,35.24444959,128.6813533,순흥 안씨 안택영의 5대조인 퇴은 두철 선생이 거주하던 집으로 우리 고유의 한옥을 이해하고 조상들의 생활풍습과 지혜를 새롭게 조명할 수 있는 공간이다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;창원의집;순흥;안씨;안택영의;5대조인;퇴은;두철;선생이;거주하던;집으로,창원의집,관광지,경상남도 창원시 의창구 사림로 16번길 59,,10209,관광안내소+화장실+주차장,,,,,,1985-10-15,150,40,순흥 안씨 안택영의 5대조인 퇴은 두철 선생이 거주하던 집으로 우리 고유의 한옥을 이해하고 조상들의 생활풍습과 지혜를 새롭게 조명할 수 있는 공간이다.,055-719-7800,창원문화재단,2026-02-09,5670000,경상남도 창원시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2026-02-09,place,주남저수지,관광지,경상남도 창원시,경상남도 창원시 의창구 동읍 주남로 101번길 26,35.30732964,128.6779306,"해마다 찾아오는 수만 마리의 철새들과 텃새들의 서식지로 다양한 수생식물, 수서곤충 등을 만나볼 수 있으며 철새들의 자유로운 곡예비행을 생생하게 관찰할 수 있는 곳이다. 천연기념물 16여종과 환경부 멸종위기 10여종 등 다양한 철새들을 직접 볼 수 있다.",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;주남저수지;해마다;찾아오는;수만;마리의;철새들과;텃새들의;서식지로;다양한;수생식물,주남저수지,관광지,경상남도 창원시 의창구 동읍 주남로 101번길 26,,8980000,관리사무소+화장실+주차장+전망대+생태학습관+람사르문화관,,,,,,2002-10-21,200,44,"해마다 찾아오는 수만 마리의 철새들과 텃새들의 서식지로 다양한 수생식물, 수서곤충 등을 만나볼 수 있으며 철새들의 자유로운 곡예비행을 생생하게 관찰할 수 있는 곳이다. 천연기념물 16여종과 환경부 멸종위기 10여종 등 다양한 철새들을 직접 볼 수 있다.",055-225-2798,경상남도 창원시청,2026-02-09,5670000,경상남도 창원시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2026-02-09,place,마금산온천,관광지,경상남도 창원시,경상남도 창원시 의창구 북면 천주로 1167,35.35464845,128.6094168,"마금산온천은 약알칼리성 수질로 평균 수온이 55℃ 이상을 유지하고 있으며, 나트륨, 철, 칼슘, 라듐 등 20여종의 광물질을 포함하고 있다. 운동욕장, 수영장, 노천탕 등 보양온천 시설을 갖추고 치료와 요양, 휴양이 가능하다.",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;마금산온천;마금산온천은;약알칼리성;수질로;평균;수온이;55℃;이상을;유지하고;있으며,마금산온천,관광지,경상남도 창원시 의창구 북면 천주로 1167,,528000,화장실+주차장+족욕장+쉼터,,,,,,2015-07-29,4110,910,"마금산온천은 약알칼리성 수질로 평균 수온이 55℃ 이상을 유지하고 있으며, 나트륨, 철, 칼슘, 라듐 등 20여종의 광물질을 포함하고 있다. 운동욕장, 수영장, 노천탕 등 보양온천 시설을 갖추고 치료와 요양, 휴양이 가능하다.",055-225-3641,경상남도 창원시청,2026-02-09,5670000,경상남도 창원시
