source_name,source_url,reference_date,item_type,name_ko,category,region,address,latitude,longitude,summary,story_use,mission_use,age_tags,keywords,fcltyNm,fcltyType,rdnmadr,lnmadr,operPhoneNumber,operInstitutionNm,homepageUrl,fcltyInfo,weekdayOperOpenHhmm,weekdayOperColseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,rstdeInfo,adultChrge,yngbgsChrge,childChrge,etcChrgeInfo,fcltyIntrcn,trnsportInfo,phoneNumber,institutionNm,referenceDate,insttCode,insttNm
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-11-17,place,보름산미술관,사립,경기도 김포시,경기도 김포시 고촌읍 수기로 100-78,37.5963635,126.760883,고촌 보름산 자락에 자리잡은 지역문화 공간,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;보름산미술관;고촌;보름산;자락에;자리잡은;지역문화;공간,보름산미술관,사립,경기도 김포시 고촌읍 수기로 100-78,경기도 김포시 고촌읍 신곡리 893-1,031-986-0005,보름산미술관,http://www.boroomsan.com,카페,10:00,18:00,11:00,18:00,매주 월/1월1일/설 연휴 당일/추석 연휴 당일,0,0,0,단체관람 사전예약 필요(인당 7천원),고촌 보름산 자락에 자리잡은 지역문화 공간,"보름초등학교 정류장 하차 후, 도보 5분",031-985-0005,보름산미술관,2025-11-17,4090000,경기도 김포시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-11-17,place,CICA미술관,사립,경기도 김포시,경기도 김포시 양촌읍 삼도로 196-30,37.6081903,126.597767,양촌읍 학운산단에 위치한 문화공간으로 실험적인 아티스트들의 연구 공간이자 누구나 쉽게 현대미술을 접하고 생활 전반에 응용할 수 있는 열린 공간,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;CICA미술관;양촌읍;학운산단에;위치한;문화공간으로;실험적인;아티스트들의;연구;공간이자;누구나,CICA미술관,사립,경기도 김포시 양촌읍 삼도로 196-30,경기도 김포시 양촌읍 학운리 1556,031-988-6363,CICA미술관,https://cicamuseum.com,카페,10:30,17:30,10:30,17:30,"매주 월, 화/전시 전후, 철수 및 설치 기간/1월1일/12월25일/12월31일",7000,6000,5000,초중고등 6000원+미취학어린이 5000원,양촌읍 학운산단에 위치한 문화공간으로 실험적인 아티스트들의 연구 공간이자 누구나 쉽게 현대미술을 접하고 생활 전반에 응용할 수 있는 열린 공간,"김포골드라인 구래역에서 하차 후 택시로 이동 (추천) / 또는 4번 버스 구래역 승차, 또는 83번 버스 한강반도유보라5차 승차 후 학운4리마을회관 하차.",031-988-6363,CICA미술관,2025-11-17,4090000,경기도 김포시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-06-17,place,한림대학교박물관,대학,강원특별자치도 춘천시,강원특별자치도 춘천시 한림대학길 1,37.885427,127.734959,도토기류ㆍ고서화 등 1700여 점을 비롯하여 3000여 점의 국가귀속 유물을 보관 관리하고 있음,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;한림대학교박물관;도토기류ㆍ고서화;등;1700여;점을;비롯하여;3000여;점의;국가귀속;유물을,한림대학교박물관,대학,강원특별자치도 춘천시 한림대학길 1,강원특별자치도 춘천시 옥천동 1-1,033-248-2851,한림대학교,http://museum.hallym.ac.kr,,10:00,16:00,00:00,00:00,금+토+일+공휴일+추석연휴+설연휴+시험 및 방학기간+휴관 시에도 단체예약 시 관람 가능,0,0,0,전부 무료,도토기류ㆍ고서화 등 1700여 점을 비롯하여 3000여 점의 국가귀속 유물을 보관 관리하고 있음,"1)대중교통 : 춘천역 - 시내간선 300번, 지선 12, 12-S - 한림대학교 정류장 하차+2)승용차  : 서울양양고속도로(남춘천IC), 일반도로(46번경춘국도-403번도로)",033-248-2851,한림대학교,2025-06-17,4181000,강원특별자치도 춘천시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-06-17,place,강원대학교박물관,대학,강원특별자치도 춘천시,강원특별자치도 춘천시 강원대학길 1,37.868024,127.748387,1979.5.1. 개설된 이래 선사시대부터 조선시대까지의 고고유물ㆍ금속ㆍ도자공예품 등을 전시하고 있음,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;강원대학교박물관;1979.5.1.;개설된;이래;선사시대부터;조선시대까지의;고고유물ㆍ금속ㆍ도자공예품;등을;전시하고;있음,강원대학교박물관,대학,강원특별자치도 춘천시 강원대학길 1,강원특별자치도 춘천시 효자동 192-1,033-250-8077,강원대학교,http://museum.kangwon.ac.kr/,,10:10,17:00,00:00,00:00,토+일+법정공휴일,0,0,0,전부 무료,1979.5.1. 개설된 이래 선사시대부터 조선시대까지의 고고유물ㆍ금속ㆍ도자공예품 등을 전시하고 있음,"1)대중교통 : 남춘천역-시내간선 100번, 300번, 지선 15, 15-S+2)승용차  : 서울양양고속도로(남춘천IC), 일반도로(46번경춘국도-403번도로)",033-250-8077,강원대학교,2025-06-17,4181000,강원특별자치도 춘천시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-06-17,place,LIUSEUM 세계민족악기전시관,사립,강원특별자치도 춘천시,강원특별자치도 춘천시 남산면 남이섬길 1,37.790127,127.526130,"세계 각국 민족 악기 300여점, 한국 대중음악의 역사를 조명하는 전시 관람 가능",관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;LIUSEUM;세계민족악기전시관;세계;각국;민족;악기;300여점;한국;대중음악의;역사를,LIUSEUM 세계민족악기전시관,사립,강원특별자치도 춘천시 남산면 남이섬길 1,강원특별자치도 춘천시 남산면 방하리 197,031-580-8015,(재)노래의 섬,http://www.songisland.co.kr/,스윙카페+수유실+휴식공간,08:30,18:00,08:30,18:00,연중 무휴,0,0,0,전부 무료,"세계 각국 민족 악기 300여점, 한국 대중음악의 역사를 조명하는 전시 관람 가능","1)대중교통 : 가평역 - 10-4번 버스 - 남이섬종점 정류장 하차+2) 승용차 : 고속도로(서울양양고속도로-설악IC), 일반도로(경춘북로-경춘로)",031-580-8015,(재)노래의 섬,2025-06-17,4181000,강원특별자치도 춘천시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-06-17,place,책과인쇄박물관,사립,강원특별자치도 춘천시,강원특별자치도 춘천시 신동면 풍류1길 156,37.819419,127.724821,우리나라의 우수한 인쇄문화와 세계적으로 앞섰던 선현들의 독서문화를 알리고자 수집한 자료를 전시,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;책과인쇄박물관;우리나라의;우수한;인쇄문화와;세계적으로;앞섰던;선현들의;독서문화를;알리고자;수집한,책과인쇄박물관,사립,강원특별자치도 춘천시 신동면 풍류1길 156,강원특별자치도 춘천시 신동면 증리 616,033-264-9923,책과인쇄박물관,http://www.mobapkorea.com/,상점+카페+야외정원,09:00,18:00,09:00,18:00,월,7000,6000,5000,"할인 대상[단체(20인이상)+군인,장애인,만65세이상(신분증 제시, 본인만해당)]어린이 과학동아 기자단 무료입장  (본인만 해당)",우리나라의 우수한 인쇄문화와 세계적으로 앞섰던 선현들의 독서문화를 알리고자 수집한 자료를 전시,"▶ 대중교통 이용 ① 경춘선: 상봉역 - 김유정역 1시간 16분 소요, 김유정역 하차 후 도보로 15분거리 ② itx 남춘천역에서 택시로 10분거리 ③ 춘천 버스 터미널에서 택시로 10분거리▶ 자가용 이용 : 서울춘천고속도로 이용 → 남춘천IC삼거리에서 양평, 춘천, 비발디파크 방면으로 우회전 → 김유정로를 따라 이동 -> 광판삼거리에서 춘천, 김유정역 방면으로 우회전 -> 덕만이 터널 -> 팔미교차로에서 양구, 소양댐, 춘천IC 방면으로 우회전 -> 순환대로를 따라 1.76km이동하다 풍류1길 골목길로 우회전 (순환대로에서 오른쪽에 책과인쇄 간판이 있는 건물이 보입니다.)  * 주차: 승용차, 45인승 버스 주차 가능",033-264-9923,책과인쇄박물관,2025-06-17,4181000,강원특별자치도 춘천시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-08-27,place,영일민속박물관,공립,경상북도 포항시,경상북도 포항시 북구 흥해읍 한동로 51,36.110838,129.3471966,향토풍습 및 민속유물을 영구보존하고자 지역 주민등의 뜻을 모아 구 영일군과 영일문화원이 공동으로 헌종 원년(1835년)에 건립된 당시 흥해군의 동헌 건물이었던 제남헌을 수리하여 1983년 10월29일 개관이후 1985년 5월 제2전시실을 신축하여 민속박물관으로서는 국내최초로 1987년 6월 30일 문화부로 부터 박물관으로 지정됨.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;영일민속박물관;향토풍습;및;민속유물을;영구보존하고자;지역;주민등의;뜻을;모아;구,영일민속박물관,공립,경상북도 포항시 북구 흥해읍 한동로 51,경상북도 포항시 북구 흥해읍 성내리 39-8,054-270-5811,경상북도 포항시청,http://www.pohang.go.kr,,09:00,18:00,09:00,18:00,1월1일+공휴일 다음일+설 연휴+추석 연휴,0,0,0,,향토풍습 및 민속유물을 영구보존하고자 지역 주민등의 뜻을 모아 구 영일군과 영일문화원이 공동으로 헌종 원년(1835년)에 건립된 당시 흥해군의 동헌 건물이었던 제남헌을 수리하여 1983년 10월29일 개관이후 1985년 5월 제2전시실을 신축하여 민속박물관으로서는 국내최초로 1987년 6월 30일 문화부로 부터 박물관으로 지정됨.,시내에서 급행버스 5000번 일반버스 580번 이용. 흥해환승센터 하차,054-261-2798,경상북도 포항시청 문화예술과,2025-08-27,5020000,경상북도 포항시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-08-27,place,증평민속체험박물관,공립,충청북도 증평군,충청북도 증평군 증평읍 둔덕길 89,36.7638886,127.5955694,증평의 역사와 전통문화를 만나는 곳+증평민속체험박물관,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;증평민속체험박물관;증평의;역사와;전통문화를;만나는;곳+증평민속체험박물관,증평민속체험박물관,공립,충청북도 증평군 증평읍 둔덕길 89,충청북도 증평군 증평읍 남하리 91,043-835-4154,충청북도 증평군청,https://www.jp.go.kr/museum.do,휴게실+수유실+야외정자+흔들벤치+장애인화장실,09:00,18:00,09:00,18:00,월+1월 1일+설 당일+추석 당일,000,000,0,,증평의 역사와 전통문화를 만나는 곳+증평민속체험박물관,자동차:증평터미널에서 10분+버스:증평역에서 30분,043-835-4152,충청북도 증평군청,2025-08-27,5570000,충청북도 증평군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-08-27,place,한양여자대학교 미술관,대학,서울특별시 성동구,서울특별시 성동구 살곶이길 200,37.55791939,127.0493226,한양여자대학교 미술관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;한양여자대학교,한양여자대학교 미술관,대학,서울특별시 성동구 살곶이길 200,,02-2290-2506,학교법인 한양학원,,,10:00,17:00,00:00,00:00,토+일+공휴일,0,0,0,,,,02-2124-4188,서울특별시,2025-08-27,3030000,서울특별시 성동구
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2020-12-15,place,KAIST비전관,대학,대전광역시 유성구,대전광역시 유성구 대학로 291,36.36828116,127.3569802,"- 2018년 3월에 개관한 학술문화관에는 KAIST의 과거, 현재, 미래를 한자리에서 볼 수 있는 비전관이 자리하고 있다. - KAIST 비전관은 ‘INTRO Zone’, ‘HISTORY Zone’, ‘INNOVATION Zone’, ‘VISION Zone’으로 전시실이 운영 중에 있다. - 각 전시실은 ‘시작, KAIST와 만나다’, ‘도전과 선도의 KAIST 발전사’, ‘연구성과 FOCUS’, ‘카이스트비전 2031’이라는 소주제로 KAIST의 역",관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;KAIST비전관;-;2018년;3월에;개관한;학술문화관에는;KAIST의;과거;현재;미래를,KAIST비전관,대학,대전광역시 유성구 대학로 291,대전광역시 유성구 구성동 23,042-350-4470,카이스트,https://visionhall.kaist.ac.kr/,없음,10:00,17:00,10:00,17:00,"공휴일, 토요일",0,0,0,무료,"- 2018년 3월에 개관한 학술문화관에는 KAIST의 과거, 현재, 미래를 한자리에서 볼 수 있는 비전관이 자리하고 있다. - KAIST 비전관은 ‘INTRO Zone’, ‘HISTORY Zone’, ‘INNOVATION Zone’, ‘VISION Zone’으로 전시실이 운영 중에 있다. - 각 전시실은 ‘시작, KAIST와 만나다’, ‘도전과 선도의 KAIST 발전사’, ‘연구성과 FOCUS’, ‘카이스트비전 2031’이라는 소주제로 KAIST의 역","- 버스 : 104, 121, 마을 5",042-350-4470,카이스트,2020-12-15,6300000,대전광역시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2020-12-15,place,대전시립미술관,공립,대전광역시 서구,대전광역시 서구 둔산대로 155,36.36704913,127.3857273,"- 대전시립미술관은 대전미술의 정체성을 확립하는 아카이빙과 청년작가 발굴, 근현대미술사 정립 등 특성화전략사업을 추진하고자 설립되었습니다. - 실험적인 전시를 통해 급변하는 국내외 현대미술의 새로운 담론을 제시하고 있습니다. - ‘과학도시 대전’의 브랜드와 대덕연구개발특구 인프라를 기반으로 다양한 연구와 전시를 이어오고 있으며, 2018년 자체 기획한 ‘대전과학예술비엔날레’를 성공적으로 개최하며 세계현대미술의 중심에서 그 입지를 확장해 나가고 있습니",관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;대전시립미술관;-;대전시립미술관은;대전미술의;정체성을;확립하는;아카이빙과;청년작가;발굴;근현대미술사,대전시립미술관,공립,대전광역시 서구 둔산대로 155,대전광역시 서구 만년동 396,042-270-7370,대전시립미술관,www.daejeon.go.kr/dma,NAME?,10:00,19:00,10:00,19:00,"1월1일, 설(당일), 추석(당일),  매주월요일(다만, 월요일이 공휴일인 경우 그 다음날 휴관)",500,300,300,노인(65세이상) 무료,"- 대전시립미술관은 대전미술의 정체성을 확립하는 아카이빙과 청년작가 발굴, 근현대미술사 정립 등 특성화전략사업을 추진하고자 설립되었습니다. - 실험적인 전시를 통해 급변하는 국내외 현대미술의 새로운 담론을 제시하고 있습니다. - ‘과학도시 대전’의 브랜드와 대덕연구개발특구 인프라를 기반으로 다양한 연구와 전시를 이어오고 있으며, 2018년 자체 기획한 ‘대전과학예술비엔날레’를 성공적으로 개최하며 세계현대미술의 중심에서 그 입지를 확장해 나가고 있습니","-버스 : 606, 618, 911, 104, 301, 318, 604, 705, 918 -지하철 : 정부청사역 3번 출구(도보 20분)",042-270-4424,대전광역시,2020-12-15,6300000,대전광역시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2020-12-15,place,이응노미술관,공립,대전광역시 서구,대전광역시 서구 둔산대로 157,36.366898,127.387019,NAME?,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;이응노미술관;NAME?,이응노미술관,공립,대전광역시 서구 둔산대로 157,대전광역시 서구 만년동 396,042-611-9800,대전고암미술문화재단,www.leeungnomuseum.or.kr/,NAME?,10:00,19:00,10:00,19:00,"1월1일, 설(당일), 추석(당일),  매주월요일(다만, 월요일이 공휴일인 경우 그 다음날 휴관)",500,300,300,노인(65세이상) 무료,NAME?,"-버스 : 606, 618, 911, 104, 301, 318, 514, 604, 705, 918 -지하철 : 정부청사역 3번 출구(도보 20분)",042-611-9812,대전고암미술문화재단,2020-12-15,6300000,대전광역시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2020-12-15,place,남철미술관,사립,대전광역시 서구,대전광역시 서구 갈마로 173-1,36.338908,127.376069,휴관중,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;남철미술관;휴관중,남철미술관,사립,대전광역시 서구 갈마로 173-1,대전광역시 서구 괴정동 129-26,042-525-2094,남철미술관,없음,없음,10:00,19:00,10:00,19:00,휴관중,0,0,0,무료,휴관중,"-버스 : 103, 113, 602",042-525-2094,남철미술관,2020-12-15,6300000,대전광역시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2020-12-15,place,성암미술관,사립,대전광역시 유성구,대전광역시 유성구 온천동로 19-1,36.35368094,127.348862,NAME?,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;성암미술관;NAME?,성암미술관,사립,대전광역시 유성구 온천동로 19-1,대전광역시 유성구 봉명동 541-16,042-822-7882,성암미술관,http://성암미술관.한국,없음,10:00,19:00,10:00,19:00,변동,4000,3000,0,노인(65세이상) 3000,NAME?,"-버스 : 101, 103, 105, 113, 116, 119, 312, 706, 911, 48, 102, 106, 107, 109, 115, 116, 704, 706 (유성온천역 하차) -지하철 : 유성온천역 8번 출구(도보 5분)",042-822-7882,성암미술관,2020-12-15,6300000,대전광역시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2020-12-15,place,여진불교미술관,사립,대전광역시 유성구,대전광역시 유성구 엑스포로 624,36.41077114,127.4061141,휴관중,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;여진불교미술관;휴관중,여진불교미술관,사립,대전광역시 유성구 엑스포로 624,대전광역시 유성구 탑립동 442-1,042-934-8466,여진불교미술관,http://www.yeojingallery.co.kr/,없음,10:00,19:00,10:00,19:00,휴관중,0,0,0,무료,휴관중,-버스 : 918,042-934-8466,여진불교문화재단,2020-12-15,6300000,대전광역시
